id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,fiscal_year,free_cash_flow,net_profit,cash_conversion_ratio
530,HCLTECH,Mar 2017,8995.0,-3890.0,-4517.0,588.0,2017,5105.0,8606.0,1.0452010225424122
531,HCLTECH,Mar 2018,8328.0,-2236.0,-5714.0,378.0,2018,6092.0,8722.0,0.9548268745700528
532,HCLTECH,Mar 2019,8971.0,-3256.0,-1471.0,4244.0,2019,5715.0,10120.0,0.8864624505928854
533,HCLTECH,Mar 2020,13359.0,-12332.0,-3168.0,-2141.0,2020,1027.0,11057.0,1.2081939043140093
534,HCLTECH,Mar 2021,19618.0,-5665.0,-11192.0,2761.0,2021,13953.0,11169.0,1.756468797564688
535,HCLTECH,Mar 2022,16900.0,1597.0,-14508.0,3989.0,2022,18497.0,13523.0,1.2497226946683428
536,HCLTECH,Mar 2023,18009.0,-3573.0,-15881.0,-1445.0,2023,14436.0,14845.0,1.2131357359380264
537,HCLTECH,Mar 2024,22448.0,-6608.0,-15464.0,376.0,2024,15840.0,15710.0,1.428898790579249
538,HDFCBANK,Mar 2013,-5847.0,-902.0,13105.0,6356.0,2013,-6749.0,6903.0,-0.8470230334637114
539,HDFCBANK,Mar 2014,4211.0,-1099.0,9270.0,12382.0,2014,3112.0,8768.0,0.4802691605839416
540,HDFCBANK,Mar 2015,-21281.0,-800.0,18694.0,-3387.0,2015,-22081.0,10703.0,-1.9883210314864992
541,HDFCBANK,Mar 2016,-34435.0,-837.0,37815.0,2542.0,2016,-35272.0,12821.0,-2.6858279385383357
542,HDFCBANK,Mar 2017,17282.0,-1146.0,-5893.0,10242.0,2017,16136.0,15317.0,1.128288829405236
543,HDFCBANK,Mar 2018,17214.0,-842.0,57378.0,73750.0,2018,16372.0,18561.0,0.9274284790690157
544,HDFCBANK,Mar 2019,-62872.0,-1503.0,23131.0,-41244.0,2019,-64375.0,22446.0,-2.801033591731266
545,HDFCBANK,Mar 2020,-16869.0,-1403.0,24394.0,6122.0,2020,-18272.0,27296.0,-0.6180026377491208
546,HDFCBANK,Mar 2021,42476.0,-1823.0,-7321.0,33332.0,2021,40653.0,31857.0,1.3333333333333333
547,HDFCBANK,Mar 2022,-11960.0,-2051.0,48124.0,34113.0,2022,-14011.0,38151.0,-0.3134911273623234
548,HDFCBANK,Mar 2023,20814.0,-2992.0,23941.0,41762.0,2023,17822.0,46149.0,0.45101735682246635
549,HDFCBANK,Mar 2024,19069.0,16600.0,-3983.0,31687.0,2024,35669.0,65446.0,0.2913699844146319
550,HDFCLIFE,Mar 2013,,,,,2013,,447.0,
551,HDFCLIFE,Mar 2014,,,,,2014,,725.0,
552,HDFCLIFE,Mar 2015,4459.0,-3514.0,-168.0,777.0,2015,945.0,786.0,5.673027989821883
553,HDFCLIFE,Mar 2016,5687.0,-3962.0,-212.0,1513.0,2016,1725.0,817.0,6.960832313341493
554,HDFCLIFE,Mar 2017,6230.0,-5177.0,-236.0,817.0,2017,1053.0,887.0,7.023675310033822
555,HDFCLIFE,Mar 2018,6739.0,-4421.0,-196.0,2122.0,2018,2318.0,1107.0,6.087624209575429
556,HDFCLIFE,Mar 2019,9868.0,-10182.0,-337.0,-651.0,2019,-314.0,1278.0,7.721439749608764
557,HDFCLIFE,Mar 2020,7388.0,-7789.0,38.0,-364.0,2020,-401.0,1297.0,5.696222050886662
558,HDFCLIFE,Mar 2021,9703.0,-8952.0,678.0,1429.0,2021,751.0,1361.0,7.129316678912565
559,HDFCLIFE,Mar 2022,5943.0,-801.0,-238.0,4904.0,2022,5142.0,1327.0,4.47852298417483
560,HDFCLIFE,Mar 2023,6883.0,-10071.0,1985.0,-1203.0,2023,-3188.0,1368.0,5.031432748538012
561,HDFCLIFE,Mar 2024,10721.0,-13614.0,-403.0,-3296.0,2024,-2893.0,1574.0,6.81130876747141
562,HEROMOTOCO,Mar 2014,2963.0,-1616.0,-1414.0,-66.0,2014,1347.0,2102.0,1.4096098953377736
563,HEROMOTOCO,Mar 2015,2186.0,31.0,-2131.0,86.0,2015,2217.0,2364.0,0.9247038917089678
564,HEROMOTOCO,Mar 2016,3722.0,-2300.0,-1475.0,-53.0,2016,1422.0,3112.0,1.1960154241645244
565,HEROMOTOCO,Mar 2017,4007.0,-1972.0,-2036.0,-1.0,2017,2035.0,3546.0,1.1300056401579244
566,HEROMOTOCO,Mar 2018,4017.0,-1858.0,-2102.0,57.0,2018,2159.0,3722.0,1.0792584631918323
567,HEROMOTOCO,Mar 2019,1032.0,1298.0,-2252.0,78.0,2019,2330.0,3466.0,0.2977495672244662
568,HEROMOTOCO,Mar 2020,5518.0,-2819.0,-2602.0,97.0,2020,2699.0,3659.0,1.508062312107133
569,HEROMOTOCO,Mar 2021,4110.0,-2289.0,-1852.0,-31.0,2021,1821.0,2936.0,1.3998637602179838
570,HEROMOTOCO,Mar 2022,2104.0,-222.0,-1975.0,-94.0,2022,1882.0,2329.0,0.9033920137398025
571,HEROMOTOCO,Mar 2023,2614.0,-421.0,-2147.0,45.0,2023,2193.0,2800.0,0.9335714285714286
572,HEROMOTOCO,Mar 2024,4923.0,-1828.0,-2717.0,379.0,2024,3095.0,3742.0,1.3156066274719402
573,HINDALCO,Mar 2013,2977.0,-13801.0,10278.0,-545.0,2013,-10824.0,3007.0,0.9900232790156301
574,HINDALCO,Mar 2014,7956.0,-8095.0,1493.0,1353.0,2014,-139.0,2195.0,3.624601366742597
575,HINDALCO,Mar 2015,7143.0,-3873.0,-2437.0,833.0,2015,3270.0,259.0,27.57915057915058
576,HINDALCO,Mar 2016,11688.0,-3220.0,-8862.0,-394.0,2016,8468.0,-702.0,-16.64957264957265
577,HINDALCO,Mar 2017,12687.0,-2876.0,-5552.0,4259.0,2017,9811.0,1882.0,6.741232731137088
578,HINDALCO,Mar 2018,10898.0,5333.0,-16412.0,-181.0,2018,16231.0,6083.0,1.7915502219299688
579,HINDALCO,Mar 2019,11977.0,-5456.0,-5466.0,1055.0,2019,6521.0,5495.0,2.1796178343949046
580,HINDALCO,Mar 2020,12745.0,-7227.0,6656.0,12174.0,2020,5518.0,3767.0,3.383328908946111
581,HINDALCO,Mar 2021,17232.0,-25280.0,-4882.0,-12930.0,2021,-8048.0,3483.0,4.9474590869939705
582,HINDALCO,Mar 2022,16838.0,-6773.0,-6765.0,3300.0,2022,10065.0,13730.0,1.226365622723962
583,HINDALCO,Mar 2023,19208.0,-7559.0,-10450.0,1199.0,2023,11649.0,10097.0,1.9023472318510448
584,HINDALCO,Mar 2024,24056.0,-14267.0,-10817.0,-1028.0,2024,9789.0,10155.0,2.368882323978336
585,HINDUNILVR,Mar 2013,3605.0,63.0,-4147.0,-480.0,2013,3668.0,3839.0,0.9390466267257098
586,HINDUNILVR,Mar 2014,3818.0,-475.0,-2960.0,383.0,2014,3343.0,3956.0,0.9651162790697675
587,HINDUNILVR,Mar 2015,3292.0,138.0,-3462.0,-33.0,2015,3430.0,4376.0,0.7522851919561243
588,HINDUNILVR,Mar 2016,4171.0,-282.0,-3864.0,25.0,2016,3889.0,4151.0,1.0048181161165983
589,HINDUNILVR,Mar 2017,5185.0,-1173.0,-4214.0,-202.0,2017,4012.0,4490.0,1.1547884187082404
590,HINDUNILVR,Mar 2018,6059.0,-1063.0,-4975.0,21.0,2018,4996.0,5227.0,1.1591735220968051
591,HINDUNILVR,Mar 2019,5800.0,-438.0,-5390.0,-28.0,2019,5362.0,6060.0,0.9570957095709571
592,HINDUNILVR,Mar 2020,7623.0,1791.0,-6819.0,2595.0,2020,9414.0,6756.0,1.1283303730017762
593,HINDUNILVR,Mar 2021,9163.0,-1228.0,-9309.0,-1374.0,2021,7935.0,7999.0,1.1455181897737217
594,HINDUNILVR,Mar 2022,9048.0,-1728.0,-8015.0,-695.0,2022,7320.0,8892.0,1.0175438596491229
595,HINDUNILVR,Mar 2023,9991.0,-1484.0,-8953.0,-446.0,2023,8507.0,10143.0,0.9850142955733018
596,HINDUNILVR,Mar 2024,15469.0,-5324.0,-10034.0,111.0,2024,10145.0,10282.0,1.504473837774752
597,ICICIBANK,Mar 2013,17494.0,-18563.0,9283.0,8215.0,2013,-1069.0,10130.0,1.726949654491609
598,ICICIBANK,Mar 2014,6765.0,-15750.0,7872.0,-1113.0,2014,-8985.0,11677.0,0.5793440095915047
599,ICICIBANK,Mar 2015,-12273.0,-13175.0,24827.0,-621.0,2015,-25448.0,12942.0,-0.9483078349559574
600,ICICIBANK,Mar 2016,23645.0,-12060.0,5814.0,17399.0,2016,11585.0,10927.0,2.16390592111284
601,ICICIBANK,Mar 2017,52636.0,-1711.0,-35470.0,15455.0,2017,50925.0,11340.0,4.641622574955909
602,ICICIBANK,Mar 2018,19383.0,-50551.0,39676.0,8508.0,2018,-31168.0,9100.0,2.13
603,ICICIBANK,Mar 2019,48671.0,-30282.0,-19997.0,-1608.0,2019,18389.0,5689.0,8.555282123396028
604,ICICIBANK,Mar 2020,79565.0,-42095.0,2992.0,40462.0,2020,37470.0,11225.0,7.088195991091314
605,ICICIBANK,Mar 2021,138015.0,-63631.0,-54667.0,19718.0,2021,74384.0,20364.0,6.777401296405421
606,ICICIBANK,Mar 2022,58111.0,-39448.0,17451.0,36114.0,2022,18663.0,26538.0,2.18972793729746
607,ICICIBANK,Mar 2023,-3771.0,-67689.0,24791.0,-46669.0,2023,-71460.0,35461.0,-0.10634217873156425
608,ICICIBANK,Mar 2024,157284.0,-144737.0,13765.0,26312.0,2024,12547.0,46081.0,3.4132071786636575
609,ICICIGI,Mar 2013,984.0,-962.0,102.0,124.0,2013,22.0,353.0,2.7875354107648724
610,ICICIGI,Mar 2014,595.0,-706.0,4.0,-108.0,2014,-111.0,520.0,1.1442307692307692
611,ICICIGI,Mar 2015,-98.0,171.0,-93.0,-20.0,2015,73.0,585.0,-0.1675213675213675
612,ICICIGI,Mar 2016,511.0,-310.0,-148.0,53.0,2016,201.0,507.0,1.0078895463510849
613,ICICIGI,Mar 2017,1628.0,-1990.0,361.0,-1.0,2017,-362.0,702.0,2.319088319088319
614,ICICIGI,Mar 2018,2390.0,-1896.0,-96.0,398.0,2018,494.0,862.0,2.7726218097447797
615,ICICIGI,Mar 2019,2976.0,-2856.0,-310.0,-190.0,2019,120.0,1049.0,2.8369876072449953
616,ICICIGI,Mar 2020,3433.0,-3382.0,-420.0,-369.0,2020,51.0,1194.0,2.875209380234506
617,ICICIGI,Mar 2021,1774.0,-1367.0,-212.0,195.0,2021,407.0,1473.0,1.2043448744059742
618,ICICIGI,Mar 2022,809.0,135.0,-879.0,65.0,2022,944.0,1271.0,0.6365066876475216
619,ICICIGI,Mar 2023,2290.0,-1685.0,-695.0,-90.0,2023,605.0,1729.0,1.324465008675535
620,ICICIGI,Mar 2024,2407.0,-1921.0,-355.0,131.0,2024,486.0,1919.0,1.2542991141219386
621,ICICIPRULI,Mar 2013,-2641.0,1564.0,-514.0,-1591.0,2013,-1077.0,1515.0,-1.7432343234323433
622,ICICIPRULI,Mar 2014,-2382.0,6012.0,-1091.0,2539.0,2014,3630.0,1561.0,-1.5259449071108264
623,ICICIPRULI,Mar 2015,523.0,-1822.0,-966.0,-2264.0,2015,-1299.0,1640.0,0.31890243902439025
624,ICICIPRULI,Mar 2016,3634.0,27.0,-1442.0,2219.0,2016,3661.0,1650.0,2.2024242424242426
625,ICICIPRULI,Mar 2017,4130.0,-696.0,-994.0,2439.0,2017,3434.0,1682.0,2.455410225921522
626,ICICIPRULI,Mar 2018,5690.0,-5389.0,-1188.0,-887.0,2018,301.0,1619.0,3.5145151327980235
627,ICICIPRULI,Mar 2019,11377.0,-7559.0,-843.0,2975.0,2019,3818.0,1139.0,9.988586479367866
628,ICICIPRULI,Mar 2020,8596.0,-10797.0,-405.0,-2606.0,2020,-2201.0,1067.0,8.056232427366448
629,ICICIPRULI,Mar 2021,7314.0,-5084.0,1205.0,3434.0,2021,2230.0,956.0,7.650627615062762
630,ICICIPRULI,Mar 2022,1831.0,-816.0,-319.0,696.0,2022,1015.0,759.0,2.412384716732543
631,ICICIPRULI,Mar 2023,89.0,-1145.0,-112.0,-1168.0,2023,-1056.0,813.0,0.10947109471094711
632,ICICIPRULI,Mar 2024,-7315.0,7420.0,-88.0,17.0,2024,105.0,851.0,-8.595769682726205
633,INDIGO,Mar 2013,1741.0,-1890.0,36.0,-113.0,2013,-149.0,787.0,2.2121982210927573
634,INDIGO,Mar 2014,1595.0,-2914.0,1285.0,-34.0,2014,-1319.0,474.0,3.3649789029535864
635,INDIGO,Mar 2015,2384.0,-940.0,-1308.0,136.0,2015,1444.0,1304.0,1.8282208588957056
636,INDIGO,Mar 2016,3116.0,-1337.0,-1220.0,559.0,2016,1779.0,1986.0,1.5689828801611279
637,INDIGO,Mar 2017,3782.0,-3033.0,-1401.0,-652.0,2017,749.0,1659.0,2.2796865581675707
638,INDIGO,Mar 2018,3903.0,-4152.0,766.0,518.0,2018,-249.0,2242.0,1.7408563782337199
639,INDIGO,Mar 2019,3160.0,-2526.0,-592.0,42.0,2019,634.0,156.0,20.256410256410255
640,INDIGO,Mar 2020,6943.0,-4573.0,-2407.0,-37.0,2020,2370.0,-248.0,-27.995967741935484
641,INDIGO,Mar 2021,-1620.0,3228.0,-1775.0,-168.0,2021,1608.0,-6171.0,0.2625182304326689
642,INDIGO,Mar 2022,2064.0,1527.0,-3088.0,503.0,2022,3591.0,-317.0,-6.511041009463723
643,INDIGO,Mar 2023,12703.0,-4039.0,-8432.0,232.0,2023,8664.0,-317.0,-40.072555205047315
644,INDIGO,Mar 2024,21183.0,-11759.0,-9979.0,-555.0,2024,9424.0,8167.0,2.5937308681278317
645,INDUSINDBK,Mar 2013,-486.0,-174.0,1969.0,1309.0,2013,-660.0,1061.0,-0.4580584354382658
646,INDUSINDBK,Mar 2014,-4106.0,-174.0,4200.0,-79.0,2014,-4280.0,1408.0,-2.9161931818181817
647,INDUSINDBK,Mar 2015,-1421.0,-276.0,5707.0,4010.0,2015,-1697.0,1794.0,-0.7920847268673356
648,INDUSINDBK,Mar 2016,-2927.0,-258.0,2517.0,-667.0,2016,-3185.0,2286.0,-1.2804024496937882
649,INDUSINDBK,Mar 2017,11569.0,-285.0,-2768.0,8516.0,2017,11284.0,2868.0,4.033821478382148
650,INDUSINDBK,Mar 2018,-20700.0,-217.0,15505.0,-5412.0,2018,-20917.0,3606.0,-5.740432612312812
651,INDUSINDBK,Mar 2019,-6389.0,-633.0,8590.0,1568.0,2019,-7022.0,3301.0,-1.9354740987579522
652,INDUSINDBK,Mar 2020,-12039.0,526.0,12733.0,1220.0,2020,-11513.0,4418.0,-2.724988682661838
653,INDUSINDBK,Mar 2021,44646.0,-226.0,-4096.0,40324.0,2021,44420.0,2836.0,15.7425952045134
654,INDUSINDBK,Mar 2022,16600.0,-351.0,-4302.0,11947.0,2022,16249.0,4611.0,3.600086749078291
655,INDUSINDBK,Mar 2023,-12438.0,-441.0,1115.0,-11763.0,2023,-12879.0,7390.0,-1.683085250338295
656,INDUSINDBK,Mar 2024,-16843.0,-625.0,-2242.0,-19710.0,2024,-17468.0,8950.0,-1.8818994413407821
657,INFY,Mar 2013,7373.0,-2922.0,-3210.0,1241.0,2013,4451.0,9429.0,0.781949305334606
658,INFY,Mar 2014,9825.0,-2563.0,-3144.0,4118.0,2014,7262.0,10656.0,0.9220157657657657
659,INFY,Mar 2015,8353.0,999.0,-4935.0,4417.0,2015,9352.0,12372.0,0.6751535725832525
660,INFY,Mar 2016,10028.0,-885.0,-6813.0,2330.0,2016,9143.0,13489.0,0.7434205649047372
661,INFY,Mar 2017,11531.0,-14664.0,-6939.0,-10072.0,2017,-3133.0,14353.0,0.8033860516965095
662,INFY,Mar 2018,13218.0,4533.0,-20505.0,-2754.0,2018,17751.0,16029.0,0.8246303574770728
663,INFY,Mar 2019,14841.0,-632.0,-14512.0,-303.0,2019,14209.0,15410.0,0.9630759247242051
664,INFY,Mar 2020,17003.0,-331.0,-17591.0,-919.0,2020,16672.0,16639.0,1.0218763146823728
665,INFY,Mar 2021,23224.0,-7373.0,-9786.0,6065.0,2021,15851.0,19423.0,1.195695824537919
666,INFY,Mar 2022,23885.0,-6485.0,-24642.0,-7242.0,2022,17400.0,22146.0,1.0785243384809897
667,INFY,Mar 2023,22467.0,-1071.0,-26695.0,-5299.0,2023,21396.0,24108.0,0.9319313091090095
668,INFY,Mar 2024,25210.0,-5093.0,-17504.0,2613.0,2024,20117.0,26248.0,0.9604541298384639
669,IOC,Mar 2013,9340.0,-9294.0,352.0,398.0,2013,46.0,3627.0,2.5751309622277363
670,IOC,Mar 2014,24195.0,-18594.0,-3116.0,2485.0,2014,5601.0,6967.0,3.4728003444811253
671,IOC,Mar 2015,46092.0,-10215.0,-38283.0,-2406.0,2015,35877.0,4872.0,9.460591133004925
672,IOC,Mar 2016,25624.0,-13610.0,-11890.0,124.0,2016,12014.0,12413.0,2.0642874405864817
673,IOC,Mar 2017,28216.0,-17684.0,-10937.0,-405.0,2017,10532.0,20385.0,1.3841550159430953
674,IOC,Mar 2018,29115.0,-17119.0,-12007.0,-11.0,2018,11996.0,22626.0,1.286793953858393
675,IOC,Mar 2019,12747.0,-22569.0,10436.0,614.0,2019,-9822.0,17274.0,0.7379298367488711
676,IOC,Mar 2020,7146.0,-29101.0,22456.0,502.0,2020,-21955.0,-1876.0,-3.8091684434968016
677,IOC,Mar 2021,49650.0,-22935.0,-27369.0,-653.0,2021,26715.0,21762.0,2.2814998621450235
678,IOC,Mar 2022,25747.0,-21294.0,-4058.0,395.0,2022,4453.0,25727.0,1.00077739339993
679,IOC,Mar 2023,29644.0,-28030.0,-1794.0,-180.0,2023,1614.0,11704.0,2.5328092959671906
680,IOC,Mar 2024,71099.0,-31464.0,-39385.0,250.0,2024,39635.0,43161.0,1.6472973286068442
681,IRCTC,Mar 2015,69.0,-46.0,-17.0,6.0,2015,23.0,131.0,0.5267175572519084
682,IRCTC,Mar 2016,288.0,7.0,-31.0,263.0,2016,295.0,189.0,1.5238095238095237
683,IRCTC,Mar 2017,338.0,94.0,-136.0,296.0,2017,432.0,229.0,1.4759825327510918
684,IRCTC,Mar 2018,24.0,40.0,-57.0,7.0,2018,64.0,221.0,0.1085972850678733
685,IRCTC,Mar 2019,499.0,-353.0,-179.0,-33.0,2019,146.0,309.0,1.6148867313915858
686,IRCTC,Mar 2020,409.0,8.0,-280.0,137.0,2020,417.0,513.0,0.797270955165692
687,IRCTC,Mar 2021,248.0,-453.0,-47.0,-252.0,2021,-205.0,187.0,1.3262032085561497
688,IRCTC,Mar 2022,524.0,-242.0,-258.0,23.0,2022,282.0,660.0,0.793939393939394
689,IRCTC,Mar 2023,812.0,-317.0,-434.0,61.0,2023,495.0,1006.0,0.8071570576540755
690,IRCTC,Mar 2024,882.0,-215.0,-404.0,262.0,2024,667.0,1111.0,0.7938793879387939
691,IRFC,Mar 2016,-16378.0,2.0,17582.0,1206.0,2016,-16376.0,849.0,-19.290930506478208
692,IRFC,Mar 2017,-19455.0,2.0,18250.0,-1204.0,2017,-19453.0,934.0,-20.829764453961456
693,IRFC,Mar 2018,-28076.0,2.0,28075.0,0.0,2018,-28074.0,2055.0,-13.662287104622871
694,IRFC,Mar 2019,-41748.0,1.0,41749.0,3.0,2019,-41747.0,2255.0,-18.51352549889135
695,IRFC,Mar 2020,-62701.0,1.0,62697.0,-2.0,2020,-62700.0,3192.0,-19.64317042606516
696,IRFC,Mar 2021,-89907.0,0.0,90202.0,296.0,2021,-89907.0,4416.0,-20.359375
697,IRFC,Mar 2022,-64412.0,-5.0,64266.0,-151.0,2022,-64417.0,6090.0,-10.576683087027915
698,IRFC,Mar 2023,-28588.0,0.0,28644.0,56.0,2023,-28588.0,6167.0,-4.635641316685585
699,IRFC,Mar 2024,7914.0,-8.0,-8046.0,-140.0,2024,7906.0,6412.0,1.2342482844666252
700,ITC,Mar 2013,7102.0,-3881.0,-3310.0,-90.0,2013,3221.0,7704.0,0.921858774662513
701,ITC,Mar 2014,7344.0,-3254.0,-4122.0,-32.0,2014,4090.0,9001.0,0.8159093434062882
702,ITC,Mar 2015,9843.0,-5275.0,-4661.0,-93.0,2015,4568.0,9779.0,1.0065446364658963
703,ITC,Mar 2016,9799.0,-3921.0,-5613.0,266.0,2016,5878.0,9501.0,1.0313651194611093
704,ITC,Mar 2017,10627.0,-3251.0,-7301.0,75.0,2017,7376.0,10477.0,1.0143170754987114
705,ITC,Mar 2018,13169.0,-7114.0,-6221.0,-166.0,2018,6055.0,11493.0,1.1458278952405812
706,ITC,Mar 2019,12583.0,-5546.0,-6869.0,169.0,2019,7037.0,12836.0,0.9802898099096292
707,ITC,Mar 2020,14690.0,-6174.0,-8181.0,334.0,2020,8516.0,15593.0,0.942089399089335
708,ITC,Mar 2021,12527.0,5740.0,-18634.0,-367.0,2021,18267.0,13383.0,0.9360382574908466
709,ITC,Mar 2022,15776.0,-2238.0,-13580.0,-43.0,2022,13538.0,15503.0,1.017609494936464
710,ITC,Mar 2023,18878.0,-5732.0,-13006.0,139.0,2023,13146.0,19477.0,0.9692457770703907
711,ITC,Mar 2024,17179.0,1563.0,-18551.0,191.0,2024,18742.0,20751.0,0.8278637174112091
712,JINDALSTEL,Mar 2013,3522.0,-9591.0,6111.0,43.0,2013,-6069.0,2952.0,1.193089430894309
713,JINDALSTEL,Mar 2014,4580.0,-12694.0,8879.0,766.0,2014,-8114.0,1896.0,2.4156118143459917
714,JINDALSTEL,Mar 2015,1182.0,-6717.0,5708.0,173.0,2015,-5535.0,-1452.0,-0.8140495867768595
715,JINDALSTEL,Mar 2016,4333.0,-2262.0,-2672.0,-601.0,2016,2071.0,-3087.0,-1.4036281179138321
716,JINDALSTEL,Mar 2017,6850.0,-1998.0,-5108.0,-256.0,2017,4852.0,-2538.0,-2.6989755713159966
717,JINDALSTEL,Mar 2018,7724.0,-1431.0,-6276.0,17.0,2018,6293.0,-1616.0,-4.77970297029703
718,JINDALSTEL,Mar 2019,9027.0,-832.0,-8261.0,-67.0,2019,8195.0,-2412.0,-3.7425373134328357
719,JINDALSTEL,Mar 2020,8814.0,-1476.0,-7016.0,322.0,2020,7338.0,-400.0,-22.035
720,JINDALSTEL,Mar 2021,11961.0,-1884.0,-4612.0,5465.0,2021,10077.0,4267.0,2.8031403796578394
721,JINDALSTEL,Mar 2022,16048.0,-2331.0,-15120.0,-1403.0,2022,13717.0,6766.0,2.371859296482412
722,JINDALSTEL,Mar 2023,7347.0,-4090.0,-2500.0,757.0,2023,3257.0,3974.0,1.8487669854051334
723,JINDALSTEL,Mar 2024,6008.0,-8344.0,1381.0,-955.0,2024,-2336.0,5943.0,1.010937237085647
724,JIOFIN,Mar 2023,2055.0,-1110.0,-889.0,56.0,2023,945.0,31.0,66.29032258064517
725,JIOFIN,Mar 2024,-678.0,1441.0,-753.0,11.0,2024,763.0,1605.0,-0.4224299065420561
726,JSWENERGY,Mar 2013,1725.0,-944.0,-684.0,96.0,2013,781.0,901.0,1.9145394006659266
727,JSWENERGY,Mar 2014,2269.0,-363.0,-1859.0,48.0,2014,1906.0,760.0,2.985526315789474
728,JSWENERGY,Mar 2015,3394.0,-422.0,-2327.0,645.0,2015,2972.0,1358.0,2.499263622974963
729,JSWENERGY,Mar 2016,3538.0,-3272.0,-1622.0,-1357.0,2016,266.0,1460.0,2.4232876712328766
730,JSWENERGY,Mar 2017,3853.0,-762.0,-2595.0,496.0,2017,3091.0,623.0,6.184590690208668
731,JSWENERGY,Mar 2018,3934.0,-215.0,-3968.0,-249.0,2018,3719.0,85.0,46.28235294117647
732,JSWENERGY,Mar 2019,2491.0,-55.0,-2523.0,-87.0,2019,2436.0,684.0,3.641812865497076
733,JSWENERGY,Mar 2020,2082.0,301.0,-1962.0,421.0,2020,2383.0,1081.0,1.9259944495837187
734,JSWENERGY,Mar 2021,3700.0,-1030.0,-2515.0,155.0,2021,2670.0,823.0,4.495747266099635
735,JSWENERGY,Mar 2022,2952.0,-1387.0,-781.0,784.0,2022,1565.0,1743.0,1.693631669535284
736,JSWENERGY,Mar 2023,2084.0,-6778.0,7327.0,2634.0,2023,-4694.0,1480.0,1.4081081081081082
737,JSWENERGY,Mar 2024,6234.0,-8197.0,1675.0,-289.0,2024,-1963.0,1725.0,3.6139130434782607
738,JSWSTEEL,Mar 2013,5844.0,-5433.0,-791.0,-380.0,2013,411.0,929.0,6.290635091496233
739,JSWSTEEL,Mar 2014,2594.0,-5618.0,3300.0,276.0,2014,-3024.0,402.0,6.45273631840796
740,JSWSTEEL,Mar 2015,7876.0,-7372.0,-169.0,334.0,2015,504.0,1722.0,4.5737514518002325
741,JSWSTEEL,Mar 2016,6897.0,-3857.0,-3151.0,-111.0,2016,3040.0,-481.0,-14.338877338877339
742,JSWSTEEL,Mar 2017,7888.0,-5094.0,-2710.0,84.0,2017,2794.0,3467.0,2.275165849437554
743,JSWSTEEL,Mar 2018,12379.0,-4529.0,-8185.0,-335.0,2018,7850.0,6113.0,2.0250286275151317
744,JSWSTEEL,Mar 2019,14633.0,-11387.0,1753.0,4999.0,2019,3246.0,7524.0,1.944843168527379
745,JSWSTEEL,Mar 2020,12785.0,-19589.0,5189.0,-1615.0,2020,-6804.0,3919.0,3.262311814238326
746,JSWSTEEL,Mar 2021,18789.0,-7702.0,-3110.0,7977.0,2021,11087.0,7873.0,2.3865108599009273
747,JSWSTEEL,Mar 2022,26270.0,-14748.0,-14657.0,-3135.0,2022,11522.0,20938.0,1.2546566052153978
748,JSWSTEEL,Mar 2023,23323.0,-10730.0,-5977.0,6616.0,2023,12593.0,4139.0,5.634935974873158
749,JSWSTEEL,Mar 2024,12078.0,-14467.0,-5005.0,-7394.0,2024,-2389.0,8973.0,1.3460381143430291
750,KOTAKBANK,Mar 2013,2878.0,-9035.0,7099.0,942.0,2013,-6157.0,2238.0,1.285969615728329
751,KOTAKBANK,Mar 2014,9068.0,-1130.0,-5814.0,2125.0,2014,7938.0,2527.0,3.588444796201029
752,KOTAKBANK,Mar 2015,2302.0,-4467.0,2426.0,260.0,2015,-2165.0,3105.0,0.7413848631239935
753,KOTAKBANK,Mar 2016,5025.0,-2353.0,2024.0,4696.0,2016,2672.0,3524.0,1.4259364358683315
754,KOTAKBANK,Mar 2017,13222.0,-5289.0,6055.0,13989.0,2017,7933.0,5019.0,2.634389320581789
755,KOTAKBANK,Mar 2018,-10392.0,-5475.0,14679.0,-1188.0,2018,-15867.0,6258.0,-1.660594439117929
756,KOTAKBANK,Mar 2019,1822.0,-3323.0,8365.0,6864.0,2019,-1501.0,7204.0,0.2529150471960022
757,KOTAKBANK,Mar 2020,46619.0,-13068.0,-735.0,32815.0,2020,33551.0,8593.0,5.425229838240428
758,KOTAKBANK,Mar 2021,4881.0,-11172.0,-10072.0,-16363.0,2021,-6291.0,9990.0,0.4885885885885886
759,KOTAKBANK,Mar 2022,8308.0,-10903.0,7543.0,4949.0,2022,-2595.0,12089.0,0.6872363305484325
760,KOTAKBANK,Mar 2023,-1242.0,-10381.0,1883.0,-9740.0,2023,-11623.0,14925.0,-0.08321608040201005
761,KOTAKBANK,Mar 2024,15685.0,-8919.0,15515.0,22281.0,2024,6766.0,18213.0,0.8611980453522209
762,LICI,Mar 2019,13274.0,9636.0,-13700.0,9210.0,2019,22910.0,2627.0,5.052912066996574
763,LICI,Mar 2020,54367.0,-40415.0,-18664.0,-4712.0,2020,13952.0,2710.0,20.06162361623616
764,LICI,Mar 2021,80602.0,148447.0,-256125.0,-27077.0,2021,229049.0,2974.0,27.10221923335575
765,LICI,Mar 2022,-3783.0,12531.0,0.0,8748.0,2022,8748.0,4125.0,-0.9170909090909091
766,LICI,Mar 2023,54519.0,-52848.0,-949.0,722.0,2023,1671.0,35997.0,1.5145428785732145
